Number,Date,Text
1108,2020-07-14,I have no problem with wearing one if required & neither does my family. However my dad is 79 and has dementia. He does not comprehend what has happened the last 4 months with COVID-19 and will not wear a face mask. 🤷🏼‍♀️
1109,2020-07-14,"My Grandpa died during the lockdown. He had dementia  and  was in his 90’s but supposedly, he died from Covid!"
1110,2020-07-14,When COVID hit our shores - my dads care facility went into immediate lockdown. No visitors. He has dementia. I didn't see him for 12 weeks. Broke my heart knowing he might forget without contact... but I was never so grateful they protected him.
1111,2020-07-14,"My theory is COVID 19 dements the brain and these thugs above, are thoroughly afflicted with a incurable dementia "
1112,2020-07-14,Shri Narendra Modi has completely forgotten about Covid 19 the same way he has leisurly forgotten about Economy/Employment/China/Woman Safety/GDP. Is this Man suffering from Dementia??
1113,2020-07-14,As much as my nan drives me mad. I also still worry about her at times. She's been into hospital and discharged over nothing due to her paranoia and dementia. But I fear she's gonna get covid.
1114,2020-07-14,"It's my mum's birthday today. She works at a dementia care home and since the outbreak has seen 13 of her residents die of it. The staff went weeks without PPE (thanks to the shit gov) Take covid seriously, it's not over just because the selfish gov want you spending money again."
1115,2020-07-14,"I moved my father in law out of nursing home and into my house due to covid. He has dementia/alzheimers. Anyhow, it really helps me understand and appreciate Williams' thought process behind his final decision."
1116,2020-07-14,"Here's where I am. I'm trying to look after my 103 yr old grandma with dementia and hearing loss. I'm alone in my house b/c my mom was in the hospital and has to be quarantined for precaution even though she tested negative for covid-19. And speaking of covid-19, it's still..."
1117,2020-07-14,"My father had Dementia was to go to Nursing home on April 1,but they did not take him because of Covid outbreak ,said he did not have much time left. He passed away at home the next day. I could not imagine not being able to be there for him."
1118,2020-07-14,Picked up my son and my father had a stroke after getting covid. Bad case of dementia. My mom also got covid and I'm feeling lost in my life
1119,2020-07-14,"We got information today that my great aunt, who I really loved, died of old age today. She was battling dementia and she had shingles. She was not diagnosed with Covid, she was old. She's now with my uncle again who I never met. I really don't know how to feel right now."
1120,2020-07-14,"My partner's grandma didn't believe in covid-19. Now she has it and has spread it to both her husband and my partner's great-grandmother, who lives with them and has dementia. Due to her age, she can't be put on a ventilator... Wear a fucking mask. Wash your fucking hands."
1121,2020-07-14,I’m just in college but I’m terrified to go back to school. My school seems to not really care about the students wellbeing. After telling them about living with my 94 year old grandma with dementia they still didn’t care. I will not let my family members get COVID from me.
1122,2020-07-14,The whole hallucinations thing is really terrifying to me. I think because I witnessed my father begin to hallucinate the last couple of years of his life from dementia. 🦠 One Texan’s battle to survive COVID-19 
1123,2020-07-14,My aunt died of Covid after 5 LONG years of dimentia. Care to guess what’s on her death certificate? From the hospital? In a state with a mask mandate and extended lockdown? Either they killed her or they lied. You are clueless.
1124,2020-07-14,"Now that you don’t have dementia, focusing on containment of covid will save lives and open the economy for recovered jobs and all businesses in our country!! "
1125,2020-07-13,I'm SO sorry for your family! My parent died last summer in a nursing home after years of dementia and decline. I find myself grateful she missed this because I can't imagine going through all that WITH covid on top. At least your husband has you and sister to help. Make noise
1126,2020-07-13,Makes me so mad too I lost my dad in April to Covid as well he was in a nursing home had been for a year with Lewy body dementia and the same day we found out he tested positive that night (going in to thurs) we got a call he passed...wear your mask!!
1127,2020-07-13,"User @tlc814_cole noted: ""It's not all COVID deaths [featured in the Houston Chronicle supplement] but I'm sure a good percentage are. My FIL is in this stand-alone section and he died of dementia."
1128,2020-07-13,"Oh @sandravanopstal, this means the world from you! Such a rough year- taking my father off ventilator  and  him dying in my arms in January, advocating for my mother stuck in substandard early dementia care due to COVID, then online school  and  no childcare since March! #Lordhavemercy"
1129,2020-07-13,Apparently #dementia runs in the #Democrat party #Covid and #fakenews #lockdowns #screwed the #economy #lowertaxes helps #everyone #spend more. More spending moves the economy. It's tiring #correcting you but we are #young and will never stop!
1130,2020-07-13,"Left my mom to take care of my dad to study. His dementia progressed tenfold after surviving Covid. I now live with my fiance who works at a grocery store. When I get back from NY, he doesn't have to quarantine. Imagine the thousands of people who could get sick."
1131,2020-07-13,"Don’t believe the MSM, CDC, or Government numbers. My dad died of dementia and pneumonia but was listed as Covid 19. All lies, all the time. Sickening"
1132,2020-07-13,"I’m planning my aunt’s funeral while watching my daddy die, my grandmother lose her mind to Covid dementia  and  I’m getting a divorce. I’m in TN w a suitcase packed in Feb/traveled here to take care of family, virus hit. I’ve only got my business  and  God’s Grace rn but go on..."
1133,2020-07-13,"My dad’s mom tested positive for COVID a couple weeks ago. She’s 85, has dementia and diabetes, and she lives in a nursing home outside of Boston. She finally tested negative recently and I can’t describe how relieved we all are. Please care about other people  and  wear a mask."
